Gen;	BestValidFit;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
145000;	0.0882111;	58 0.0877138 0.0895171;	64 0.087719 0.112078;	67 0.0881076 0.112078;	61 0.0883217 0.112078;	
147500;	0.0882111;	58 0.0877138 0.0895171;	59 0.087719 0.112078;	67 0.0881076 0.112078;	59 0.0883217 0.112078;	
150000;	0.0863452;	57 0.0854326 0.0863452;	61 0.0856932 0.0956406;	62 0.086708 0.0895171;	62 0.0869308 0.0895171;	
152500;	0.0855692;	64 0.0850948 0.0857781;	63 0.085321 0.112078;	60 0.0853434 0.0855692;	57 0.0854326 0.0863452;	
155000;	0.0855692;	62 0.0848657 0.0856924;	64 0.0850948 0.0857781;	63 0.085321 0.112078;	60 0.0853434 0.0855692;	
157500;	0.0855692;	60 0.0848657 0.0856924;	64 0.0850948 0.0857781;	65 0.0851251 0.0855692;	63 0.085321 0.112078;	
160000;	0.0855692;	58 0.0848657 0.0856924;	53 0.0850948 0.112078;	65 0.0851251 0.0855692;	62 0.085321 0.112078;	
162500;	0.083675;	64 0.0842286 0.083675;	65 0.0846193 0.112078;	67 0.0847889 0.085899;	55 0.0848657 0.0856924;	
165000;	0.0835718;	69 0.0841503 0.0840087;	62 0.0842242 0.0835718;	64 0.0842286 0.083675;	64 0.0846183 0.112078;	
167500;	0.0835718;	72 0.0840851 0.0847218;	69 0.0841503 0.0840087;	62 0.0842242 0.0835718;	64 0.0842286 0.083675;	
170000;	0.0833032;	66 0.0839868 0.0833032;	70 0.0840054 0.083675;	72 0.0840851 0.0847218;	71 0.0841356 0.112078;	
172500;	0.0827151;	60 0.0831701 0.0827151;	66 0.0834519 0.0835172;	66 0.0839868 0.0833032;	63 0.0840054 0.112078;	
175000;	0.0827151;	68 0.0831655 0.0835666;	60 0.0831701 0.0827151;	60 0.0832198 0.0835172;	72 0.0832833 0.0835172;	
177500;	0.0827151;	68 0.0831655 0.0835666;	60 0.0831701 0.0827151;	60 0.0832198 0.0835172;	66 0.0832388 0.0835172;	
180000;	0.0827151;	65 0.0831462 0.0831694;	68 0.0831655 0.0835666;	59 0.0831701 0.0835172;	58 0.0832198 0.0835172;	
182500;	0.0814492;	69 0.081934 0.0815155;	67 0.0819623 0.0814492;	65 0.0821255 0.0835666;	65 0.0831462 0.0831694;	
185000;	0.0808662;	63 0.0812849 0.0808662;	65 0.0813051 0.0835666;	71 0.0819227 0.0835666;	64 0.081934 0.0835666;	
187500;	0.0808662;	60 0.0812849 0.0808662;	60 0.0813051 0.0835666;	59 0.0814134 0.0835666;	72 0.0816959 0.0835666;	
190000;	0.0808662;	53 0.0812849 0.0808662;	60 0.0813051 0.0835666;	59 0.0814134 0.0835666;	72 0.0816959 0.0835666;	
192500;	0.0808662;	53 0.0812849 0.0808662;	59 0.0813051 0.0835666;	59 0.0814134 0.0835666;	69 0.0816959 0.0835666;	
195000;	0.0808662;	53 0.0812849 0.0808662;	56 0.0813051 0.0835666;	80 0.0813123 0.0835666;	67 0.0813977 0.0835666;	
197500;	0.0808662;	51 0.0812849 0.0808662;	56 0.0813051 0.0835666;	80 0.0813123 0.0835666;	68 0.0813322 0.0835666;	
200000;	0.0808662;	51 0.0812849 0.0808662;	66 0.0813036 0.0835666;	53 0.0813051 0.0835666;	71 0.0813123 0.0835666;	
202500;	0.0808662;	47 0.0812849 0.0808662;	70 0.0812981 0.0835666;	66 0.0813036 0.0835666;	53 0.0813051 0.0835666;	
205000;	0.0808662;	47 0.0812849 0.0808662;	70 0.0812981 0.0835666;	66 0.0813036 0.0835666;	52 0.0813051 0.0835666;	
207500;	0.0808662;	47 0.0812849 0.0808662;	70 0.0812981 0.0835666;	66 0.0813036 0.0835666;	52 0.0813051 0.0835666;	
210000;	0.0808662;	46 0.0812849 0.0808662;	70 0.0812981 0.0835666;	75 0.0813011 0.0835666;	66 0.0813036 0.0835666;	
212500;	0.0808662;	45 0.0812849 0.0808662;	71 0.0812866 0.0835666;	70 0.0812981 0.0835666;	75 0.0813011 0.0835666;	
215000;	0.0808662;	72 0.0812826 0.0809247;	45 0.0812849 0.0808662;	71 0.0812866 0.0835666;	70 0.0812981 0.0835666;	
217500;	0.0808662;	72 0.0812826 0.0809247;	45 0.0812849 0.0808662;	71 0.0812866 0.0835666;	70 0.0812981 0.0835666;	
220000;	0.0808662;	76 0.0812623 0.0809543;	72 0.0812826 0.0809247;	69 0.0812842 0.0835666;	45 0.0812849 0.0808662;	
222500;	0.0808662;	76 0.0812623 0.0809543;	72 0.0812826 0.0809247;	69 0.0812842 0.0835666;	45 0.0812849 0.0808662;	
225000;	0.0808662;	76 0.0812623 0.0809543;	77 0.0812744 0.0808662;	66 0.0812783 0.0835666;	67 0.0812826 0.0835666;	
227500;	0.0808662;	70 0.0811523 0.0809353;	76 0.0812623 0.0809543;	74 0.0812657 0.0835666;	67 0.0812705 0.0835666;	
230000;	0.0808662;	70 0.0811523 0.0809353;	76 0.0812623 0.0809543;	74 0.0812657 0.0835666;	67 0.0812705 0.0835666;	
232500;	0.0808662;	68 0.0810796 0.0812429;	70 0.0811523 0.0809353;	72 0.0812097 0.0835666;	70 0.0812556 0.0808662;	
235000;	0.0808662;	67 0.081053 0.0811724;	68 0.0810796 0.0812429;	74 0.081107 0.0808662;	70 0.0811523 0.0809353;	
237500;	0.0808662;	70 0.0810528 0.0811707;	67 0.081053 0.0811724;	70 0.0810753 0.0808662;	68 0.0810782 0.0835666;	
240000;	0.0808662;	73 0.0810528 0.0811707;	69 0.0810528 0.0811707;	69 0.081053 0.0812429;	67 0.081053 0.0811724;	
242500;	0.0808662;	64 0.0810528 0.0811707;	69 0.0810528 0.0811707;	69 0.081053 0.0812429;	67 0.081053 0.0811724;	
245000;	0.0808662;	77 0.0806138 0.0810583;	71 0.080755 0.0835666;	64 0.0810528 0.0811707;	69 0.0810528 0.0811707;	
247500;	0.0802763;	75 0.0798906 0.0802763;	77 0.0806138 0.0810583;	76 0.0806141 0.0811707;	73 0.0806234 0.0811707;	
250000;	0.0802754;	74 0.07989 0.0802754;	73 0.0798906 0.0802763;	74 0.0801159 0.0835666;	66 0.0802938 0.0812429;	
Best: Len=74; Trn=0.07989; Val=0.0802754; Tst=0.0794509;

2500;	0.200114;	20 0.200798 0.200114;	11 0.205579 0.205891;	12 0.206684 0.0802763;	11 0.21072 0.221729;	
5000;	0.196316;	20 0.197137 0.196316;	20 0.197137 0.196316;	20 0.200798 0.200114;	21 0.202702 0.0802763;	
7500;	0.196316;	25 0.19708 0.196874;	20 0.197137 0.196316;	20 0.197137 0.196316;	24 0.198776 0.0802763;	
10000;	0.187184;	32 0.186136 0.187184;	27 0.196492 0.194298;	25 0.196643 0.205891;	35 0.197078 0.196316;	
12500;	0.17371;	36 0.179145 0.17371;	32 0.186136 0.187184;	32 0.188003 0.194298;	34 0.194931 0.196874;	
15000;	0.17371;	36 0.179145 0.17371;	32 0.186136 0.187184;	32 0.188003 0.194298;	37 0.18904 0.196316;	
17500;	0.17371;	39 0.169053 0.174918;	36 0.179145 0.17371;	36 0.180885 0.196316;	32 0.186136 0.187184;	
20000;	0.17371;	39 0.169053 0.174918;	43 0.171737 0.196316;	35 0.173635 0.196874;	48 0.177703 0.187184;	
22500;	0.17231;	40 0.166231 0.17231;	39 0.168253 0.173769;	39 0.169053 0.174918;	44 0.169978 0.196316;	
25000;	0.171589;	42 0.165265 0.171589;	40 0.166231 0.17231;	39 0.168253 0.173769;	39 0.169053 0.174918;	
27500;	0.171589;	45 0.165147 0.174541;	42 0.165265 0.171589;	42 0.16558 0.196316;	40 0.166231 0.17231;	
30000;	0.171589;	45 0.165147 0.174541;	45 0.165214 0.174918;	42 0.165265 0.171589;	42 0.16558 0.196316;	
32500;	0.166283;	45 0.165147 0.174541;	43 0.165155 0.173769;	45 0.165214 0.174918;	42 0.165265 0.171589;	
35000;	0.166283;	42 0.165147 0.166283;	43 0.165155 0.173769;	45 0.165214 0.174918;	42 0.165265 0.171589;	
37500;	0.163816;	50 0.162196 0.163816;	48 0.163083 0.174918;	40 0.163445 0.173769;	47 0.164598 0.174918;	
40000;	0.163816;	46 0.162114 0.173087;	50 0.162196 0.163816;	52 0.162201 0.166283;	43 0.16289 0.170603;	
42500;	0.163816;	46 0.162114 0.173087;	48 0.162196 0.174918;	52 0.162201 0.166283;	47 0.162574 0.173769;	
45000;	0.163816;	46 0.162114 0.173087;	45 0.162196 0.173769;	52 0.162201 0.166283;	46 0.16221 0.173769;	
47500;	0.163816;	46 0.162114 0.173087;	42 0.162196 0.170603;	52 0.162201 0.166283;	46 0.16221 0.173769;	
50000;	0.163816;	52 0.162108 0.163957;	46 0.162114 0.173087;	42 0.162196 0.170603;	52 0.162201 0.166283;	
52500;	0.163816;	50 0.162088 0.163975;	52 0.162108 0.163957;	46 0.162114 0.173087;	42 0.162196 0.170603;	
55000;	0.163816;	50 0.162088 0.163975;	52 0.162108 0.163957;	46 0.162114 0.173087;	42 0.162196 0.170603;	
57500;	0.163638;	54 0.161982 0.163638;	49 0.162088 0.170603;	52 0.162108 0.163957;	46 0.162114 0.173087;	
60000;	0.163303;	52 0.161879 0.16345;	53 0.161941 0.163957;	54 0.161978 0.163303;	54 0.161982 0.163638;	
62500;	0.163303;	54 0.161382 0.163321;	52 0.161879 0.16345;	53 0.161941 0.163957;	47 0.161978 0.163957;	
65000;	0.163303;	54 0.161382 0.163321;	58 0.161668 0.173087;	57 0.161743 0.163638;	59 0.161761 0.163957;	
67500;	0.162676;	56 0.161269 0.162676;	54 0.161382 0.163321;	60 0.161643 0.163303;	58 0.161668 0.173087;	
70000;	0.162676;	56 0.161269 0.162676;	54 0.161382 0.163321;	51 0.16151 0.16345;	60 0.161643 0.163303;	
72500;	0.162676;	58 0.160869 0.162937;	58 0.161081 0.163122;	56 0.161269 0.162676;	58 0.161307 0.173087;	
75000;	0.162676;	65 0.159369 0.164319;	60 0.160531 0.163122;	52 0.160766 0.162676;	58 0.160869 0.162937;	
77500;	0.162676;	65 0.159369 0.164319;	60 0.160531 0.163122;	60 0.160659 0.173087;	52 0.160766 0.162676;	
80000;	0.162676;	71 0.159215 0.165652;	65 0.159369 0.164319;	61 0.160214 0.163957;	57 0.160324 0.162676;	
82500;	0.160503;	63 0.158796 0.160503;	71 0.159215 0.165652;	65 0.159369 0.164319;	61 0.160214 0.163957;	
85000;	0.160503;	64 0.157464 0.164549;	70 0.158604 0.165387;	63 0.158796 0.160503;	63 0.159014 0.163957;	
87500;	0.160503;	64 0.157464 0.164549;	70 0.158604 0.165387;	63 0.158796 0.160503;	71 0.158845 0.163957;	
90000;	0.160503;	68 0.157023 0.164371;	64 0.157464 0.164549;	57 0.158604 0.163957;	63 0.158796 0.160503;	
92500;	0.160503;	61 0.155054 0.166463;	63 0.155929 0.163957;	58 0.156647 0.163177;	70 0.156682 0.160503;	
95000;	0.146276;	60 0.144448 0.146276;	57 0.151668 0.163303;	67 0.153029 0.152124;	61 0.155054 0.166463;	
97500;	0.136985;	55 0.125541 0.136985;	52 0.127356 0.140679;	65 0.128508 0.152124;	59 0.129616 0.162676;	
100000;	0.136985;	70 0.122234 0.139115;	48 0.123336 0.146276;	68 0.123891 0.162676;	60 0.124151 0.136985;	
102500;	0.136985;	57 0.121716 0.145196;	70 0.122234 0.139115;	71 0.12311 0.1573;	64 0.123273 0.163303;	
105000;	0.136985;	64 0.118046 0.141699;	66 0.119112 0.137861;	51 0.120225 0.163303;	57 0.121716 0.145196;	
107500;	0.134084;	61 0.116206 0.134084;	59 0.116787 0.13457;	64 0.118046 0.141699;	66 0.119112 0.137861;	
110000;	0.126626;	61 0.113185 0.128124;	65 0.1149 0.126626;	66 0.115751 0.13457;	61 0.116206 0.134084;	
112500;	0.122527;	60 0.111851 0.122527;	61 0.113185 0.128124;	65 0.1149 0.126626;	66 0.115751 0.13457;	
115000;	0.122527;	60 0.111851 0.122527;	61 0.113185 0.128124;	62 0.113527 0.126626;	64 0.113683 0.152442;	
117500;	0.122527;	56 0.109608 0.123477;	57 0.11055 0.124235;	63 0.111374 0.134084;	56 0.111534 0.141699;	
120000;	0.122527;	56 0.109608 0.123477;	57 0.11055 0.124235;	55 0.11136 0.152442;	63 0.111374 0.134084;	
122500;	0.122527;	59 0.109403 0.123916;	60 0.109551 0.126626;	56 0.109608 0.123477;	55 0.10971 0.162676;	
125000;	0.122527;	58 0.102718 0.125686;	61 0.107631 0.122835;	63 0.109032 0.126626;	60 0.109052 0.141699;	
127500;	0.122527;	66 0.102535 0.126452;	58 0.102718 0.125686;	65 0.103325 0.152442;	68 0.106897 0.141699;	
130000;	0.120114;	67 0.0982734 0.120114;	68 0.101221 0.152442;	66 0.102535 0.126452;	58 0.102718 0.125686;	
132500;	0.119599;	65 0.0973112 0.119599;	72 0.0974378 0.119684;	67 0.0982734 0.120114;	60 0.099729 0.141699;	
135000;	0.11933;	65 0.0960325 0.119527;	69 0.0961424 0.121817;	63 0.0962135 0.11933;	62 0.0973112 0.141699;	
137500;	0.11933;	65 0.0960325 0.119527;	69 0.0961424 0.121817;	68 0.0961458 0.141699;	63 0.0962135 0.11933;	
140000;	0.119274;	66 0.0946333 0.119274;	65 0.0949252 0.119567;	58 0.0950236 0.119684;	57 0.0960325 0.141699;	
142500;	0.119274;	65 0.0945354 0.120606;	66 0.0946333 0.119274;	62 0.0949047 0.122835;	65 0.0949252 0.119567;	
145000;	0.117763;	61 0.0906017 0.117763;	65 0.0945354 0.120606;	66 0.0946333 0.119274;	62 0.0949047 0.122835;	
147500;	0.117763;	61 0.0906017 0.117763;	65 0.0945354 0.120606;	66 0.0946333 0.119274;	62 0.0949047 0.122835;	
150000;	0.117763;	61 0.0906017 0.117763;	60 0.0935193 0.119684;	62 0.0935447 0.141699;	63 0.0945312 0.119274;	
152500;	0.117763;	61 0.0906017 0.117763;	60 0.0935193 0.119684;	62 0.0935447 0.141699;	63 0.0945312 0.119274;	
155000;	0.117763;	61 0.0906017 0.117763;	69 0.0926433 0.119567;	60 0.0935193 0.119684;	62 0.0935447 0.141699;	
157500;	0.116418;	57 0.0889285 0.116418;	61 0.0906017 0.117763;	69 0.0926433 0.119567;	60 0.0935193 0.119684;	
160000;	0.116418;	57 0.0889285 0.116418;	61 0.0906017 0.117763;	64 0.0913907 0.121817;	65 0.0926433 0.120606;	
162500;	0.116418;	57 0.0889285 0.116418;	61 0.0906017 0.117763;	64 0.0913907 0.121817;	62 0.0924165 0.119684;	
165000;	0.116418;	57 0.0889285 0.116418;	61 0.0906017 0.117763;	64 0.0913907 0.121817;	62 0.0924165 0.119684;	
167500;	0.110783;	58 0.0860138 0.113475;	58 0.0879067 0.110783;	57 0.0889285 0.116418;	61 0.0906017 0.117763;	
170000;	0.110783;	58 0.0860138 0.113475;	58 0.0879067 0.110783;	57 0.0889285 0.116418;	62 0.0899027 0.122835;	
172500;	0.110783;	58 0.0860138 0.113475;	58 0.0879067 0.110783;	57 0.0889285 0.116418;	62 0.0899027 0.122835;	
175000;	0.110783;	58 0.0860138 0.113475;	64 0.0861327 0.117763;	58 0.0879067 0.110783;	57 0.0889285 0.116418;	
177500;	0.110783;	54 0.0857392 0.113561;	56 0.0860138 0.116418;	61 0.0861327 0.110783;	59 0.0872437 0.116418;	
180000;	0.110783;	54 0.0857392 0.113561;	56 0.0860138 0.116418;	61 0.0861327 0.110783;	55 0.0869148 0.116418;	
182500;	0.110783;	54 0.0856968 0.11353;	53 0.0857392 0.110783;	52 0.0860138 0.116418;	61 0.0861327 0.110783;	
185000;	0.110783;	50 0.0856968 0.11353;	53 0.0857392 0.110783;	55 0.0859788 0.110783;	52 0.0860138 0.116418;	
187500;	0.110783;	49 0.0856968 0.11353;	53 0.0857392 0.110783;	55 0.0859788 0.110783;	52 0.0860138 0.116418;	
190000;	0.110783;	49 0.0856968 0.11353;	58 0.0856993 0.116418;	53 0.0857392 0.110783;	59 0.085742 0.110783;	
192500;	0.110783;	49 0.0856968 0.11353;	58 0.0856993 0.116418;	50 0.0857392 0.110783;	55 0.085742 0.110783;	
195000;	0.110783;	47 0.0856968 0.11353;	55 0.0856993 0.110783;	47 0.0857392 0.110783;	54 0.085742 0.110783;	
197500;	0.110783;	47 0.0856968 0.11353;	48 0.0856993 0.110783;	47 0.0857392 0.110783;	52 0.085742 0.110783;	
200000;	0.110783;	56 0.0850647 0.111804;	56 0.0856657 0.110783;	47 0.0856968 0.11353;	47 0.0856993 0.110783;	
202500;	0.110783;	56 0.0850647 0.111804;	51 0.0854255 0.110783;	50 0.0856657 0.110783;	48 0.0856657 0.110783;	
205000;	0.110783;	56 0.0850647 0.111804;	51 0.0854255 0.110783;	52 0.0854915 0.11353;	57 0.0855494 0.110783;	
207500;	0.110727;	60 0.0845254 0.11384;	53 0.0846057 0.110727;	56 0.0850647 0.111804;	58 0.0850705 0.11353;	
210000;	0.11004;	53 0.0829144 0.11004;	62 0.0844229 0.113935;	55 0.0845204 0.11353;	60 0.0845254 0.11384;	
212500;	0.11004;	53 0.0829144 0.11004;	61 0.0844167 0.11384;	48 0.0844229 0.110783;	59 0.0844751 0.11384;	
215000;	0.11004;	53 0.0829144 0.11004;	57 0.0840556 0.110783;	55 0.0841994 0.11384;	51 0.0842928 0.110783;	
217500;	0.11004;	53 0.0829144 0.11004;	55 0.0837377 0.110783;	55 0.0840392 0.11384;	57 0.0840556 0.110783;	
220000;	0.108893;	65 0.0825223 0.108893;	53 0.0829144 0.11004;	55 0.0837377 0.110783;	58 0.0838112 0.110783;	
222500;	0.108893;	65 0.0825223 0.108893;	53 0.0829144 0.11004;	64 0.0829983 0.11384;	60 0.0834101 0.110783;	
225000;	0.108579;	58 0.0816742 0.108579;	62 0.0818227 0.110783;	65 0.0825223 0.108893;	53 0.0829144 0.11004;	
227500;	0.10778;	60 0.0813193 0.126519;	70 0.081534 0.10778;	56 0.0816721 0.108492;	58 0.0816742 0.108579;	
230000;	0.10778;	60 0.0813193 0.126519;	65 0.0813391 0.108579;	70 0.081534 0.10778;	56 0.0816721 0.108492;	
232500;	0.10778;	58 0.0813193 0.126519;	62 0.0813391 0.108492;	70 0.081534 0.10778;	55 0.0816721 0.110783;	
235000;	0.10778;	58 0.0813193 0.126519;	62 0.0813391 0.108492;	54 0.0814172 0.110783;	63 0.081534 0.110783;	
237500;	0.10778;	58 0.0813193 0.126519;	59 0.0813391 0.110783;	64 0.0813844 0.110783;	54 0.0814172 0.110783;	
240000;	0.10778;	51 0.0813193 0.126519;	56 0.0813391 0.110783;	67 0.0813435 0.110783;	64 0.0813844 0.110783;	
242500;	0.10778;	59 0.0813083 0.126844;	51 0.0813193 0.126519;	56 0.0813391 0.110783;	67 0.0813435 0.110783;	
245000;	0.10778;	59 0.0813083 0.126844;	51 0.0813193 0.126519;	54 0.0813391 0.110783;	67 0.0813435 0.110783;	
247500;	0.10778;	64 0.0811436 0.111694;	57 0.0813083 0.126844;	59 0.0813126 0.110783;	51 0.0813193 0.126519;	
250000;	0.10778;	60 0.0808021 0.120275;	64 0.0811436 0.111694;	62 0.0813083 0.110783;	56 0.0813083 0.110783;	
Best: Len=70; Trn=0.081534; Val=0.10778; Tst=0.100224;

2500;	0.205891;	18 0.204878 0.211444;	11 0.205579 0.205891;	17 0.210089 0.353939;	13 0.210216 0.232708;	
5000;	0.205891;	18 0.204878 0.211444;	12 0.205574 0.403415;	11 0.205579 0.205891;	19 0.205613 0.214435;	
7500;	0.205658;	29 0.203049 0.205658;	18 0.204878 0.211444;	12 0.205574 0.403415;	11 0.205579 0.205891;	
10000;	0.205658;	29 0.203049 0.205658;	20 0.203914 0.343088;	29 0.2043 0.214435;	18 0.204878 0.211444;	
12500;	0.205658;	30 0.201075 0.206021;	27 0.202766 0.206594;	29 0.203049 0.205658;	36 0.203188 0.205891;	
15000;	0.205658;	29 0.198979 0.221158;	30 0.201075 0.206021;	26 0.201782 0.343088;	29 0.202319 0.205891;	
17500;	0.205658;	29 0.198979 0.221158;	34 0.199538 0.211444;	30 0.201075 0.206021;	26 0.201782 0.343088;	
20000;	0.205658;	29 0.198979 0.221158;	34 0.199538 0.211444;	30 0.201075 0.206021;	39 0.201664 0.403415;	
22500;	0.160167;	32 0.167445 0.160167;	40 0.186972 0.214435;	39 0.194657 0.221158;	31 0.197653 0.217259;	
25000;	0.160167;	32 0.167445 0.160167;	40 0.186972 0.214435;	39 0.194006 0.217259;	39 0.194657 0.221158;	
27500;	0.160167;	40 0.162979 0.174053;	36 0.167088 0.343088;	32 0.167445 0.160167;	36 0.172525 0.201286;	
30000;	0.160167;	40 0.162979 0.174053;	36 0.167088 0.343088;	32 0.167445 0.160167;	36 0.172525 0.201286;	
32500;	0.154885;	41 0.158636 0.154885;	40 0.162979 0.174053;	36 0.167088 0.343088;	32 0.167445 0.160167;	
35000;	0.154885;	49 0.151455 0.211321;	41 0.158636 0.154885;	45 0.1611 0.221158;	51 0.162768 0.343088;	
37500;	0.154885;	48 0.151455 0.211321;	41 0.158636 0.154885;	45 0.1611 0.221158;	49 0.161292 0.343088;	
40000;	0.154885;	44 0.136023 0.188005;	40 0.142036 0.165891;	50 0.144662 0.154885;	37 0.144917 0.343088;	
42500;	0.154885;	44 0.136023 0.188005;	40 0.142036 0.165891;	50 0.144662 0.154885;	37 0.144917 0.343088;	
45000;	0.154885;	44 0.136023 0.188005;	44 0.137856 0.211321;	48 0.140284 0.343088;	46 0.141509 0.206594;	
47500;	0.130855;	49 0.131498 0.170465;	50 0.135563 0.130855;	44 0.136023 0.188005;	44 0.137856 0.211321;	
50000;	0.130855;	58 0.131173 0.176213;	49 0.131498 0.170465;	52 0.132584 0.211321;	50 0.135563 0.130855;	
52500;	0.130855;	58 0.131173 0.176213;	49 0.131498 0.170465;	52 0.132584 0.211321;	50 0.135563 0.130855;	
55000;	0.130855;	51 0.131173 0.176213;	49 0.131498 0.170465;	56 0.131903 0.165891;	52 0.132584 0.211321;	
57500;	0.11158;	55 0.122987 0.11158;	50 0.129062 0.163487;	51 0.131173 0.176213;	49 0.131498 0.170465;	
60000;	0.11158;	55 0.122987 0.11158;	55 0.124673 0.163487;	58 0.125332 0.165891;	50 0.128792 0.165891;	
62500;	0.11158;	55 0.122987 0.11158;	56 0.124091 0.170465;	55 0.124673 0.163487;	58 0.125332 0.165891;	
65000;	0.11143;	57 0.122155 0.11143;	55 0.122987 0.11158;	55 0.123111 0.160167;	60 0.123363 0.165891;	
67500;	0.107824;	67 0.119986 0.107824;	59 0.120526 0.160167;	57 0.122155 0.11143;	63 0.12249 0.165891;	
70000;	0.107824;	54 0.119986 0.107824;	59 0.120526 0.160167;	49 0.121076 0.165891;	55 0.121629 0.11158;	
72500;	0.107824;	52 0.11986 0.110313;	57 0.119986 0.165891;	48 0.119986 0.107824;	59 0.120526 0.160167;	
75000;	0.105203;	62 0.118091 0.105203;	52 0.11986 0.110313;	57 0.119986 0.165891;	48 0.119986 0.107824;	
77500;	0.105203;	62 0.118091 0.105203;	52 0.11986 0.110313;	57 0.119986 0.165891;	48 0.119986 0.107824;	
80000;	0.0943269;	52 0.115027 0.0943269;	66 0.116938 0.165891;	62 0.118091 0.105203;	66 0.119716 0.160167;	
82500;	0.0931445;	63 0.114558 0.0931445;	52 0.115027 0.0943269;	66 0.116938 0.165891;	59 0.117317 0.160167;	
85000;	0.069842;	64 0.11295 0.069842;	64 0.114372 0.105203;	63 0.114558 0.0931445;	52 0.115027 0.0943269;	
87500;	0.069842;	64 0.11295 0.069842;	64 0.114372 0.105203;	58 0.114558 0.165891;	52 0.115027 0.0943269;	
90000;	0.069842;	56 0.11295 0.069842;	54 0.113103 0.0943269;	60 0.114372 0.0943269;	58 0.114558 0.165891;	
92500;	0.0648632;	62 0.110038 0.0648632;	54 0.11295 0.0943269;	54 0.113103 0.0943269;	51 0.114372 0.165891;	
95000;	0.0648632;	54 0.110038 0.0648632;	59 0.110362 0.165891;	56 0.11093 0.165891;	54 0.11295 0.0943269;	
97500;	0.0648632;	69 0.109917 0.0809038;	54 0.110038 0.0648632;	59 0.110362 0.165891;	56 0.11093 0.165891;	
100000;	0.0648632;	69 0.109917 0.0809038;	50 0.110038 0.0943269;	59 0.110362 0.165891;	56 0.11093 0.165891;	
102500;	0.0648632;	66 0.109917 0.0809038;	50 0.110038 0.0943269;	62 0.110264 0.165891;	59 0.110362 0.165891;	
105000;	0.0648632;	66 0.109917 0.0809038;	47 0.110038 0.165891;	58 0.110264 0.165891;	59 0.110362 0.165891;	
107500;	0.0648632;	64 0.109917 0.0809038;	46 0.110038 0.165891;	58 0.110264 0.165891;	59 0.110362 0.165891;	
110000;	0.0648632;	54 0.109917 0.0809038;	46 0.110038 0.165891;	58 0.110264 0.165891;	59 0.110362 0.165891;	
112500;	0.0648632;	56 0.109109 0.0926458;	55 0.109755 0.165891;	54 0.109917 0.0809038;	46 0.110038 0.165891;	
115000;	0.0648632;	56 0.109109 0.0926458;	55 0.109755 0.165891;	54 0.109917 0.0809038;	61 0.109955 0.165891;	
117500;	0.0648632;	56 0.109109 0.0926458;	55 0.109755 0.165891;	54 0.109917 0.0809038;	61 0.109955 0.165891;	
120000;	0.0648632;	56 0.109109 0.0926458;	55 0.109755 0.165891;	60 0.109804 0.165891;	59 0.109841 0.165891;	
122500;	0.0648632;	56 0.109109 0.0926458;	55 0.109755 0.165891;	60 0.109804 0.165891;	59 0.109841 0.165891;	
125000;	0.0648632;	56 0.109109 0.0926458;	56 0.109701 0.165891;	55 0.109755 0.165891;	60 0.109804 0.165891;	
127500;	0.0648632;	56 0.109109 0.0926458;	56 0.109701 0.165891;	61 0.109707 0.165891;	55 0.109755 0.165891;	
130000;	0.0648632;	53 0.109109 0.0926458;	56 0.109701 0.165891;	61 0.109707 0.165891;	52 0.109709 0.165891;	
132500;	0.0648632;	53 0.109109 0.0926458;	52 0.109114 0.165891;	59 0.109647 0.165891;	56 0.109701 0.165891;	
